Earth Date,Sol,Month,Min_temp,Max_temp,Pressure,Atmo_opacity,Mean_temp,Season
2013-08-19,368,1,-77.0,-9.0,863.0,1,-43.0,Winter
2013-08-18,367,1,-76.0,-9.0,862.0,1,-42.5,Winter
2013-08-17,366,1,-76.0,-12.0,861.0,1,-44.0,Winter
2013-08-16,365,1,,,,1,,Winter
2013-08-08,358,1,,,,1,,Winter
2013-08-07,357,1,-76.0,-7.0,857.0,1,-41.5,Winter
2013-08-06,356,1,-77.0,-7.0,856.0,1,-42.0,Winter
2013-08-05,355,1,-75.0,-7.0,857.0,1,-41.0,Winter
2013-08-04,354,1,-75.0,-13.0,857.0,1,-44.0,Winter
2013-08-03,353,1,-75.0,-8.0,855.0,1,-41.5,Winter
2013-08-02,352,1,-77.0,-9.0,854.0,1,-43.0,Winter
2013-08-01,351,1,-75.0,-12.0,853.0,1,-43.5,Winter
2013-07-31,350,1,-76.0,-6.0,853.0,1,-41.0,Winter
2013-07-30,349,1,-75.0,-12.0,852.0,1,-43.5,Winter
2013-07-29,348,1,-74.0,-8.0,850.0,1,-41.0,Winter
2013-07-28,347,1,-77.0,-9.0,851.0,1,-43.0,Winter
2013-07-27,346,1,-76.0,-7.0,853.0,1,-41.5,Winter
2013-07-26,345,1,-77.0,-7.0,853.0,1,-42.0,Winter
2013-07-25,344,1,-77.0,-6.0,851.0,1,-41.5,Winter
2013-07-24,343,1,-77.0,-11.0,850.0,1,-44.0,Winter
2013-07-23,342,1,-76.0,-7.0,851.0,1,-41.5,Winter
2013-07-22,341,1,-77.0,-6.0,852.0,1,-41.5,Winter
2013-07-21,340,1,-76.0,-6.0,851.0,1,-41.0,Winter
2013-07-20,339,1,-76.0,-8.0,849.0,1,-42.0,Winter
2013-07-19,338,1,-78.0,-7.0,848.0,1,-42.5,Winter
2013-07-18,337,1,-75.0,-7.0,853.0,1,-41.0,Winter
2013-07-17,336,1,-76.0,-8.0,852.0,1,-42.0,Winter
2013-07-16,335,1,-76.0,-7.0,852.0,1,-41.5,Winter
2013-07-15,334,1,-74.0,-6.0,852.0,1,-40.0,Winter
2013-07-14,333,1,-75.0,-5.0,849.0,1,-40.0,Winter
2013-07-13,332,1,-76.0,-5.0,849.0,1,-40.5,Winter
2013-07-12,331,1,-74.0,-3.0,848.0,1,-38.5,Winter
2013-07-11,330,1,-75.0,-5.0,848.0,1,-40.0,Winter
2013-07-10,329,1,-74.0,-7.0,847.0,1,-40.5,Winter
2013-07-09,328,1,-75.0,-5.0,847.0,1,-40.0,Winter
2013-07-08,327,1,-74.0,-8.0,848.0,1,-41.0,Winter
2013-07-07,326,1,-72.0,-5.0,848.0,1,-38.5,Winter
2013-07-06,325,1,-74.0,-8.0,847.0,1,-41.0,Winter
2013-07-04,324,1,-75.0,-8.0,850.0,1,-41.5,Winter
2013-07-03,323,1,-74.0,-6.0,847.0,1,-40.0,Winter
2013-07-02,322,1,-74.0,-5.0,849.0,1,-39.5,Winter
2013-07-01,321,1,-75.0,-5.0,847.0,1,-40.0,Winter
2013-06-30,320,1,-74.0,-4.0,846.0,1,-39.0,Winter
2013-06-29,319,1,-73.0,-3.0,847.0,1,-38.0,Winter
2013-06-28,318,1,-74.0,-4.0,849.0,1,-39.0,Winter
2013-06-27,317,1,-72.0,-4.0,849.0,1,-38.0,Winter
2013-06-26,316,1,-74.0,-16.0,851.0,1,-45.0,Winter
2013-06-25,315,1,-74.0,-10.0,850.0,1,-42.0,Winter
2013-06-24,314,1,-73.0,-11.0,848.0,1,-42.0,Winter
2013-06-23,313,1,-77.0,-14.0,849.0,1,-45.5,Winter
2013-06-22,312,1,-71.0,-11.0,845.0,1,-41.0,Winter
2013-06-21,311,1,-74.0,-8.0,846.0,1,-41.0,Winter
2013-06-20,310,1,-71.0,-9.0,849.0,1,-40.0,Winter
2013-06-19,309,1,-72.0,-7.0,848.0,1,-39.5,Winter
2013-06-18,308,1,-73.0,-5.0,850.0,1,-39.0,Winter
2013-06-17,307,1,-72.0,-8.0,851.0,1,-40.0,Winter
2013-06-16,306,1,-71.0,-8.0,848.0,1,-39.5,Winter
2013-06-15,305,1,-71.0,-5.0,847.0,1,-38.0,Winter
2013-06-14,304,1,-70.0,-6.0,848.0,1,-38.0,Winter
2013-06-13,303,1,-71.0,-8.0,849.0,1,-39.5,Winter
2013-06-12,302,1,-71.0,-3.0,850.0,1,-37.0,Winter
2013-06-11,301,1,-73.0,-6.0,852.0,1,-39.5,Winter
2013-06-10,300,1,-72.0,-8.0,852.0,1,-40.0,Winter
2013-06-09,299,1,-71.0,-8.0,849.0,1,-39.5,Winter
2013-06-08,298,1,-72.0,-3.0,850.0,1,-37.5,Winter
2013-06-07,297,1,-72.0,-7.0,849.0,1,-39.5,Winter
2013-06-06,296,1,-71.0,-9.0,850.0,1,-40.0,Winter
2013-06-05,295,1,-71.0,-15.0,853.0,1,-43.0,Winter
2013-06-04,294,1,-72.0,-4.0,852.0,1,-38.0,Winter
2013-06-03,293,1,-72.0,-4.0,850.0,1,-38.0,Winter
2013-06-02,292,1,-71.0,-1.0,853.0,1,-36.0,Winter
2013-06-01,291,1,-70.0,-4.0,853.0,1,-37.0,Winter
2013-05-31,290,1,-71.0,-3.0,853.0,1,-37.0,Winter
2013-05-30,289,1,-71.0,-3.0,854.0,1,-37.0,Winter
2013-05-29,288,1,-69.0,-4.0,854.0,1,-36.5,Winter
2013-05-27,287,1,-72.0,-3.0,856.0,1,-37.5,Winter
2013-05-26,286,1,-71.0,-2.0,854.0,1,-36.5,Winter
2013-05-25,285,1,-70.0,-5.0,852.0,1,-37.5,Winter
2013-05-24,284,1,-71.0,-3.0,854.0,1,-37.0,Winter
2013-05-23,283,1,-68.0,-4.0,854.0,1,-36.0,Winter
2013-05-22,282,1,-72.0,-2.0,856.0,1,-37.0,Winter
2013-05-21,281,1,-68.0,-2.0,855.0,1,-35.0,Winter
2013-05-20,280,1,-69.0,-4.0,856.0,1,-36.5,Winter
2013-05-19,279,1,-68.0,-5.0,856.0,1,-36.5,Winter
2013-05-18,278,1,-67.0,-3.0,855.0,1,-35.0,Winter
2013-05-17,277,1,-69.0,-4.0,857.0,1,-36.5,Winter
2013-05-16,276,1,-69.0,-4.0,858.0,1,-36.5,Winter
2013-05-15,275,1,-67.0,-6.0,860.0,1,-36.5,Winter
2013-05-14,274,1,-70.0,-2.0,861.0,1,-36.0,Winter
2013-05-13,273,1,-70.0,-4.0,861.0,1,-37.0,Winter
2013-05-12,272,1,-71.0,-5.0,864.0,1,-38.0,Winter
2013-05-11,271,1,-69.0,-6.0,864.0,1,-37.5,Winter
2013-05-10,270,1,-67.0,-6.0,863.0,1,-36.5,Winter
2013-05-09,269,1,-72.0,-3.0,866.0,1,-37.5,Winter
2013-05-08,268,1,-70.0,-5.0,864.0,1,-37.5,Winter
2013-05-07,267,1,,,,1,,Winter
2013-05-02,262,1,,,,1,,Winter
2013-05-01,261,1,-70.0,-4.0,868.0,1,-37.0,Winter
2013-04-30,260,1,-70.0,-11.0,875.0,1,-40.5,Winter
2013-04-29,259,1,-72.0,-3.0,871.0,1,-37.5,Winter
2013-04-28,258,1,-71.0,-9.0,869.0,1,-40.0,Winter
2013-04-27,257,1,-70.0,-1.0,871.0,1,-35.5,Winter
2013-04-26,256,1,-70.0,-2.0,871.0,1,-36.0,Winter
2013-04-25,255,1,-69.0,-5.0,877.0,1,-37.0,Winter
2013-04-24,254,1,-70.0,-3.0,871.0,1,-36.5,Winter
2013-04-23,253,1,-71.0,-6.0,877.0,1,-38.5,Winter
2013-04-22,252,1,-71.0,-8.0,874.0,1,-39.5,Winter
2013-04-20,251,1,-71.0,-2.0,876.0,1,-36.5,Winter
2013-04-19,250,1,-70.0,-2.0,877.0,1,-36.0,Winter
2013-04-18,249,1,-69.0,-3.0,873.0,1,-36.0,Winter
2013-04-17,248,1,-70.0,-4.0,877.0,1,-37.0,Winter
2013-04-16,247,1,-71.0,-4.0,873.0,1,-37.5,Winter
2013-04-15,246,1,-73.0,-1.0,878.0,1,-37.0,Winter
2013-04-14,245,1,-70.0,-6.0,879.0,1,-38.0,Winter
2013-04-13,244,1,-69.0,-6.0,878.0,1,-37.5,Winter
2013-04-12,243,1,-71.0,-7.0,884.0,1,-39.0,Winter
2013-04-11,242,1,-70.0,-7.0,881.0,1,-38.5,Winter
2013-04-10,241,1,-72.0,0.0,884.0,1,-36.0,Winter
2013-04-09,240,1,-70.0,-6.0,884.0,1,-38.0,Winter
2013-04-08,239,1,-73.0,-1.0,885.0,1,-37.0,Winter
2013-04-07,238,1,-70.0,-2.0,885.0,1,-36.0,Winter
2013-04-06,237,1,-71.0,-5.0,883.0,1,-38.0,Winter
2013-04-05,236,1,-72.0,-3.0,886.0,1,-37.5,Winter
2013-04-04,235,1,-70.0,0.0,886.0,1,-35.0,Winter
2013-04-03,234,1,-69.0,-4.0,890.0,1,-36.5,Winter
2013-04-02,233,1,-69.0,-3.0,889.0,1,-36.0,Winter
2013-04-01,232,1,-69.0,-5.0,888.0,1,-37.0,Winter
2013-03-31,231,1,-71.0,-6.0,890.0,1,-38.5,Winter
2013-03-30,230,1,-69.0,0.0,888.0,1,-34.5,Winter
2013-03-29,229,1,-69.0,-4.0,894.0,1,-36.5,Winter
2013-03-28,228,1,-71.0,-3.0,894.0,1,-37.0,Winter
2013-03-27,227,1,-70.0,4.0,892.0,1,-33.0,Winter
2013-03-26,226,1,-70.0,1.0,894.0,1,-34.5,Winter
2013-03-25,225,1,-71.0,-8.0,894.0,1,-39.5,Winter
2013-03-24,224,1,-69.0,-1.0,894.0,1,-35.0,Winter
2013-03-23,223,1,-71.0,-5.0,895.0,1,-38.0,Winter
2013-03-22,222,1,,,,1,,Winter
2013-03-15,215,1,,,,1,,Winter
2013-02-27,200,1,,,,1,,Winter
2013-02-26,199,1,-66.0,0.0,917.0,1,-33.0,Winter
2013-02-25,198,1,-67.0,-2.0,914.0,1,-34.5,Winter
2013-02-24,197,1,-68.0,-3.0,915.0,1,-35.5,Winter
2013-02-23,196,9,-66.0,-3.0,916.0,1,-34.5,Summer
2013-02-22,195,9,,,,1,,Summer
2013-02-19,192,9,,,,1,,Summer
2013-02-18,191,9,-67.0,-3.0,921.0,1,-35.0,Summer
2013-02-17,190,9,-66.0,-3.0,917.0,1,-34.5,Summer
2013-02-16,189,9,-68.0,-2.0,920.0,1,-35.0,Summer
2013-02-15,188,9,-68.0,-3.0,920.0,1,-35.5,Summer
2013-02-14,187,9,-67.0,-1.0,921.0,1,-34.0,Summer
2013-02-13,186,9,-66.0,-2.0,922.0,1,-34.0,Summer
2013-02-12,185,9,-67.0,-5.0,923.0,1,-36.0,Summer
2013-02-11,184,9,-67.0,0.0,923.0,1,-33.5,Summer
2013-02-10,183,9,-67.0,-1.0,921.0,1,-34.0,Summer
2013-02-09,182,9,-67.0,0.0,921.0,1,-33.5,Summer
2013-02-08,181,9,-67.0,1.0,918.0,1,-33.0,Summer
2013-02-07,180,9,-67.0,-1.0,919.0,1,-34.0,Summer
2013-02-06,179,9,-66.0,-7.0,920.0,1,-36.5,Summer
2013-02-04,178,9,-66.0,-2.0,920.0,1,-34.0,Summer
2013-02-03,177,9,-66.0,-1.0,921.0,1,-33.5,Summer
2013-02-02,176,9,-67.0,0.0,920.0,1,-33.5,Summer
2013-02-01,175,9,-68.0,-4.0,921.0,1,-36.0,Summer
2013-01-31,174,9,-67.0,0.0,921.0,1,-33.5,Summer
2013-01-30,173,9,-67.0,0.0,920.0,1,-33.5,Summer
2013-01-29,172,9,-67.0,0.0,923.0,1,-33.5,Summer
2013-01-28,171,9,-67.0,1.0,925.0,1,-33.0,Summer
2013-01-27,170,9,-66.0,0.0,925.0,1,-33.0,Summer
2013-01-26,169,9,-66.0,0.0,922.0,1,-33.0,Summer
2013-01-25,168,9,-66.0,1.0,923.0,1,-32.5,Summer
2013-01-24,167,9,-65.0,-3.0,920.0,1,-34.0,Summer
2013-01-23,166,9,-65.0,-5.0,922.0,1,-35.0,Summer
2013-01-22,165,9,-65.0,-3.0,922.0,1,-34.0,Summer
2013-01-21,164,9,-64.0,-1.0,919.0,1,-32.5,Summer
2013-01-20,163,9,-65.0,-1.0,919.0,1,-33.0,Summer
2013-01-19,162,9,-65.0,-1.0,919.0,1,-33.0,Summer
2013-01-18,161,9,-65.0,-2.0,919.0,1,-33.5,Summer
2013-01-17,160,9,-67.0,-3.0,919.0,1,-35.0,Summer
2013-01-16,159,9,-65.0,-4.0,918.0,1,-34.5,Summer
2013-01-15,158,9,-66.0,-3.0,922.0,1,-34.5,Summer
2013-01-14,157,9,-64.0,-2.0,920.0,1,-33.0,Summer
2013-01-13,156,9,-65.0,0.0,922.0,1,-32.5,Summer
2013-01-12,155,9,-64.0,0.0,917.0,1,-32.0,Summer
2013-01-11,154,9,-65.0,-2.0,917.0,1,-33.5,Summer
2013-01-10,153,9,-65.0,1.0,915.0,1,-32.0,Summer
2013-01-09,152,9,-63.0,1.0,914.0,1,-31.0,Summer
2013-01-08,151,9,-65.0,-3.0,915.0,1,-34.0,Summer
2013-01-07,150,8,-64.0,-3.0,913.0,1,-33.5,Summer
2013-01-06,149,8,-65.0,0.0,914.0,1,-32.5,Summer
2013-01-05,148,8,-65.0,-3.0,912.0,1,-34.0,Summer
2013-01-04,147,8,-65.0,0.0,914.0,1,-32.5,Summer
2013-01-03,146,8,-65.0,-1.0,908.0,1,-33.0,Summer
2013-01-02,145,8,-64.0,-1.0,909.0,1,-32.5,Summer
2013-01-01,144,8,-64.0,2.0,907.0,1,-31.0,Summer
2012-12-31,143,8,-63.0,-2.0,908.0,1,-32.5,Summer
2012-12-29,142,8,-65.0,0.0,906.0,1,-32.5,Summer
2012-12-28,141,8,-64.0,-2.0,904.0,1,-33.0,Summer
2012-12-27,140,8,-66.0,-2.0,903.0,1,-34.0,Summer
2012-12-26,139,8,-66.0,0.0,899.0,1,-33.0,Summer
2012-12-25,138,8,-65.0,-1.0,899.0,1,-33.0,Summer
2012-12-24,137,8,-64.0,-1.0,896.0,1,-32.5,Summer
2012-12-23,136,8,-65.0,-1.0,897.0,1,-33.0,Summer
2012-12-22,135,8,-65.0,-5.0,894.0,1,-35.0,Summer
2012-12-21,134,8,-67.0,-1.0,893.0,1,-34.0,Summer
2012-12-20,133,8,-65.0,1.0,891.0,1,-32.0,Summer
2012-12-19,132,8,-65.0,-6.0,890.0,1,-35.5,Summer
2012-12-18,131,8,-65.0,-8.0,889.0,1,-36.5,Summer
2012-12-17,130,8,-65.0,-9.0,888.0,1,-37.0,Summer
2012-12-16,129,8,-65.0,-2.0,886.0,1,-33.5,Summer
2012-12-15,128,8,-67.0,-3.0,883.0,1,-35.0,Summer
2012-12-14,127,8,-67.0,-1.0,884.0,1,-34.0,Summer
2012-12-13,126,8,-66.0,-4.0,880.0,1,-35.0,Summer
2012-12-12,125,8,-68.0,-5.0,880.0,1,-36.5,Summer
2012-12-11,124,8,-66.0,-5.0,876.0,1,-35.5,Summer
2012-12-10,123,8,-66.0,-10.0,875.0,1,-38.0,Summer
2012-12-09,122,8,-65.0,-3.0,869.0,1,-34.0,Summer
2012-12-08,121,8,-66.0,0.0,869.0,1,-33.0,Summer
2012-12-07,120,8,-67.0,-3.0,867.0,1,-35.0,Summer
2012-12-06,119,8,-66.0,-6.0,866.0,1,-36.0,Summer
2012-12-05,118,8,-65.0,-6.0,864.0,1,-35.5,Summer
2012-12-04,117,8,-66.0,-5.0,861.0,1,-35.5,Summer
2012-12-03,116,8,-67.0,-6.0,859.0,1,-36.5,Summer
2012-12-02,115,8,-66.0,-8.0,857.0,1,-37.0,Summer
2012-12-01,114,8,-69.0,-6.0,857.0,1,-37.5,Summer
2012-11-30,113,8,-66.0,-6.0,857.0,1,-36.0,Summer
2012-11-29,112,8,-65.0,-8.0,852.0,1,-36.5,Summer
2012-11-28,111,8,-66.0,-4.0,849.0,1,-35.0,Summer
2012-11-27,110,8,-65.0,-5.0,848.0,1,-35.0,Summer
2012-11-26,109,8,-64.0,-3.0,844.0,1,-33.5,Summer
2012-11-25,108,8,-65.0,-4.0,845.0,1,-34.5,Summer
2012-11-24,107,8,-66.0,-5.0,844.0,1,-35.5,Summer
2012-11-23,106,8,-66.0,-8.0,841.0,1,-37.0,Summer
2012-11-21,105,8,-66.0,-6.0,839.0,1,-36.0,Summer
2012-11-20,104,8,-67.0,-5.0,838.0,1,-36.0,Summer
2012-11-19,103,7,-66.0,-3.0,836.0,1,-34.5,Summer
2012-11-18,102,7,-67.0,-3.0,833.0,1,-35.0,Summer
2012-11-17,101,7,-65.0,-2.0,830.0,1,-33.5,Summer
2012-11-16,100,7,-66.0,-1.0,829.0,1,-33.5,Summer
2012-11-15,99,7,-68.0,-1.0,829.0,1,-34.5,Summer
2012-11-14,98,7,-68.0,-1.0,828.0,1,-34.5,Summer
2012-11-13,97,7,-68.0,-3.0,828.0,1,-35.5,Summer
2012-11-12,96,7,-71.0,2.0,826.0,1,-34.5,Summer
2012-11-11,95,7,-68.0,0.0,822.0,1,-34.0,Summer
2012-11-10,94,7,-70.0,0.0,822.0,1,-35.0,Summer
2012-11-09,93,7,-72.0,-1.0,819.0,1,-36.5,Summer
2012-11-08,92,7,-74.0,-1.0,820.0,1,-37.5,Summer
2012-11-07,91,7,-74.0,-1.0,817.0,1,-37.5,Summer
2012-11-06,90,7,-71.0,0.0,813.0,1,-35.5,Summer
2012-11-05,89,7,-73.0,-1.0,813.0,1,-37.0,Summer
2012-11-04,88,7,-70.0,-2.0,811.0,1,-36.0,Summer
2012-11-03,87,7,-70.0,-2.0,808.0,1,-36.0,Summer
2012-11-02,86,7,-71.0,-4.0,808.0,1,-37.5,Summer
2012-11-01,85,7,-71.0,-1.0,805.0,1,-36.0,Summer
2012-10-31,84,7,-70.0,0.0,801.0,1,-35.0,Summer
2012-10-30,83,7,-72.0,0.0,801.0,1,-36.0,Summer
2012-10-29,82,7,-72.0,0.0,799.0,1,-36.0,Summer
2012-10-28,81,7,-72.0,-2.0,798.0,1,-37.0,Summer
2012-10-27,80,7,-70.0,-3.0,796.0,1,-36.5,Summer
2012-10-26,79,7,-73.0,-1.0,795.0,1,-37.0,Summer
2012-10-25,78,7,-71.0,0.0,793.0,1,-35.5,Summer
2012-10-24,77,7,-71.0,0.0,792.0,1,-35.5,Summer
2012-10-23,76,7,-73.0,-1.0,792.0,1,-37.0,Summer
2012-10-22,75,7,-73.0,-1.0,791.0,1,-37.0,Summer
2012-10-21,74,7,-72.0,-5.0,790.0,1,-38.5,Summer
2012-10-20,73,7,-70.0,0.0,788.0,1,-35.0,Summer
2012-10-19,72,7,-73.0,-2.0,785.0,1,-37.5,Summer
2012-10-18,71,7,-71.0,-2.0,784.0,1,-36.5,Summer
2012-10-17,70,7,-72.0,-1.0,783.0,1,-36.5,Summer
2012-10-15,69,7,-73.0,0.0,778.0,1,-36.5,Summer
2012-10-14,68,7,-71.0,-2.0,781.0,1,-36.5,Summer
2012-10-13,67,7,-73.0,-6.0,780.0,1,-39.5,Summer
2012-10-12,66,7,-73.0,-2.0,778.0,1,-37.5,Summer
2012-10-11,65,7,-72.0,-2.0,777.0,1,-37.0,Summer
2012-10-10,64,7,-74.0,0.0,776.0,1,-37.0,Summer
2012-10-09,63,7,-73.0,0.0,775.0,1,-36.5,Summer
2012-10-08,62,7,-72.0,-1.0,774.0,1,-36.5,Summer
2012-10-07,61,7,-72.0,-2.0,772.0,1,-37.0,Summer
2012-10-06,60,7,-75.0,-2.0,772.0,1,-38.5,Summer
2012-10-05,59,7,-76.0,-1.0,771.0,1,-38.5,Summer
2012-10-04,58,7,-74.0,-3.0,769.0,1,-38.5,Summer
2012-10-03,57,7,-73.0,-3.0,769.0,1,-38.0,Summer
2012-10-02,56,7,-73.0,-4.0,768.0,1,-38.5,Summer
2012-10-01,55,7,-74.0,-2.0,766.0,1,-38.0,Summer
2012-09-30,54,7,-72.0,-9.0,766.0,1,-40.5,Summer
2012-09-29,53,6,-71.0,-5.0,764.0,1,-38.0,Spring
2012-09-28,52,6,-74.0,-7.0,762.0,1,-40.5,Spring
2012-09-27,51,6,-76.0,-7.0,762.0,1,-41.5,Spring
2012-09-26,50,6,-72.0,-10.0,761.0,1,-41.0,Spring
2012-09-25,49,6,-74.0,-10.0,761.0,1,-42.0,Spring
2012-09-24,48,6,-75.0,0.0,759.0,1,-37.5,Spring
2012-09-23,47,6,-75.0,-9.0,758.0,1,-42.0,Spring
2012-09-22,46,6,-74.0,-12.0,758.0,1,-43.0,Spring
2012-09-21,45,6,-74.0,-9.0,758.0,1,-41.5,Spring
2012-09-20,44,6,-75.0,-10.0,757.0,1,-42.5,Spring
2012-09-19,43,6,-74.0,-12.0,756.0,1,-43.0,Spring
2012-09-18,42,6,-75.0,-7.0,754.0,1,-41.0,Spring
2012-09-17,41,6,-75.0,-12.0,753.0,1,-43.5,Spring
2012-09-16,40,6,-75.0,-12.0,753.0,1,-43.5,Spring
2012-09-15,39,6,-75.0,-8.0,751.0,1,-41.5,Spring
2012-09-14,38,6,-73.0,-13.0,750.0,1,-43.0,Spring
2012-09-13,37,6,-73.0,0.0,750.0,1,-36.5,Spring
2012-09-12,36,6,-73.0,-1.0,750.0,1,-37.0,Spring
2012-09-11,35,6,-73.0,-1.0,749.0,1,-37.0,Spring
2012-09-10,34,6,-73.0,1.0,748.0,1,-36.0,Spring
2012-09-08,33,6,-73.0,-2.0,748.0,1,-37.5,Spring
2012-09-07,32,6,,,,1,,Spring
2012-09-06,31,6,-74.0,-23.0,745.0,1,-48.5,Spring
2012-09-05,30,6,-74.0,-3.0,747.0,1,-38.5,Spring
2012-09-04,29,6,-75.0,-2.0,747.0,1,-38.5,Spring
2012-09-03,28,6,-75.0,-15.0,745.0,1,-45.0,Spring
2012-09-02,27,6,-75.0,-15.0,743.0,1,-45.0,Spring
2012-09-01,26,6,-76.0,-14.0,745.0,1,-45.0,Spring
2012-08-31,25,6,-75.0,-11.0,743.0,1,-43.0,Spring
2012-08-30,24,6,-75.0,-7.0,742.0,1,-41.0,Spring
2012-08-29,23,6,-75.0,-16.0,741.0,1,-45.5,Spring
2012-08-28,22,6,-74.0,-6.0,742.0,1,-40.0,Spring
2012-08-27,21,6,-74.0,-3.0,741.0,1,-38.5,Spring
2012-08-26,20,6,,,,1,,Spring
2012-08-25,19,6,,,,1,,Spring
2012-08-24,18,6,,,,1,,Spring
2012-08-23,17,6,-76.0,-4.0,742.0,1,-40.0,Spring
2012-08-22,16,6,-77.0,0.0,740.0,1,-38.5,Spring
2012-08-21,15,6,-78.0,-15.0,740.0,1,-46.5,Spring
2012-08-20,14,6,-74.0,-16.0,740.0,1,-45.0,Spring
2012-08-19,13,6,-74.0,-15.0,732.0,1,-44.5,Spring
2012-08-18,12,6,-76.0,-18.0,741.0,1,-47.0,Spring
2012-08-17,11,6,-76.0,-11.0,740.0,1,-43.5,Spring
2012-08-16,10,6,-75.0,-16.0,739.0,1,-45.5,Spring
2012-08-15,9,6,,,,1,,Spring
2012-08-07,1,6,,,,1,,Spring
