Earth Date,Sol,Month,Min_temp,Max_temp,Pressure,Atmo_opacity,Season,Mean_temp
2020-12-13,2970,1,-72.0,-10.0,815.0,Sunny,Winter,-41.0
2020-12-12,2969,1,-71.0,-10.0,817.0,Sunny,Winter,-40.5
2020-12-11,2968,1,-71.0,-10.0,815.0,Sunny,Winter,-40.5
2020-12-10,2967,1,-56.0,-7.0,793.0,Sunny,Winter,-31.5
2020-12-08,2965,1,-69.0,-54.0,843.0,Sunny,Winter,-61.5
2020-12-07,2964,1,-69.0,-6.0,818.0,Sunny,Winter,-37.5
2020-12-06,2963,1,-70.0,-9.0,813.0,Sunny,Winter,-39.5
2020-12-05,2962,1,-69.0,-11.0,818.0,Sunny,Winter,-40.0
2020-12-04,2961,1,-69.0,-9.0,817.0,Sunny,Winter,-39.0
2020-12-03,2960,1,-69.0,-10.0,819.0,Sunny,Winter,-39.5
2020-12-02,2959,1,-69.0,-6.0,818.0,Sunny,Winter,-37.5
2020-12-01,2958,1,-74.0,-2.0,819.0,Sunny,Winter,-38.0
2020-11-30,2957,1,-70.0,-12.0,819.0,Sunny,Winter,-41.0
2020-11-29,2956,1,-70.0,-5.0,819.0,Sunny,Winter,-37.5
2020-11-28,2955,1,-69.0,-3.0,821.0,Sunny,Winter,-36.0
2020-11-27,2954,1,-69.0,-5.0,821.0,Sunny,Winter,-37.0
2020-11-26,2953,1,-69.0,-8.0,823.0,Sunny,Winter,-38.5
2020-11-25,2952,1,-68.0,-4.0,824.0,Sunny,Winter,-36.0
2020-11-24,2951,1,-68.0,-8.0,827.0,Sunny,Winter,-38.0
2020-11-23,2950,1,-69.0,-7.0,828.0,Sunny,Winter,-38.0
2020-11-22,2949,1,-69.0,-3.0,827.0,Sunny,Winter,-36.0
2020-11-21,2948,1,-69.0,-2.0,826.0,Sunny,Winter,-35.5
2020-11-20,2947,1,-70.0,-3.0,826.0,Sunny,Winter,-36.5
2020-11-19,2946,1,-71.0,-3.0,830.0,Sunny,Winter,-37.0
2020-11-18,2945,1,-69.0,-2.0,834.0,Sunny,Winter,-35.5
2020-11-17,2944,1,-70.0,-3.0,832.0,Sunny,Winter,-36.5
2020-11-15,2943,1,-70.0,-6.0,829.0,Sunny,Winter,-38.0
2020-11-14,2942,1,-69.0,-6.0,832.0,Sunny,Winter,-37.5
2020-11-13,2941,1,-71.0,-10.0,828.0,Sunny,Winter,-40.5
2020-11-12,2940,1,-70.0,-4.0,834.0,Sunny,Winter,-37.0
2020-11-11,2939,1,-71.0,-9.0,835.0,Sunny,Winter,-40.0
2020-11-10,2938,1,-70.0,-14.0,836.0,Sunny,Winter,-42.0
2020-11-09,2937,1,-69.0,-14.0,837.0,Sunny,Winter,-41.5
2020-11-08,2936,1,-70.0,-13.0,835.0,Sunny,Winter,-41.5
2020-11-06,2934,1,-70.0,1.0,834.0,Sunny,Winter,-34.5
2020-11-05,2933,1,-69.0,-6.0,840.0,Sunny,Winter,-37.5
2020-11-04,2932,1,-69.0,-3.0,839.0,Sunny,Winter,-36.0
2020-11-03,2931,1,-69.0,-3.0,845.0,Sunny,Winter,-36.0
2020-11-02,2930,1,-70.0,0.0,839.0,Sunny,Winter,-35.0
2020-11-01,2929,1,-70.0,-3.0,838.0,Sunny,Winter,-36.5
2020-10-31,2928,1,-71.0,-3.0,840.0,Sunny,Winter,-37.0
2020-10-30,2927,1,-71.0,-3.0,841.0,Sunny,Winter,-37.0
2020-10-29,2926,1,-70.0,-4.0,846.0,Sunny,Winter,-37.0
2020-10-28,2925,1,-69.0,-2.0,844.0,Sunny,Winter,-35.5
2020-10-27,2924,1,-69.0,-4.0,847.0,Sunny,Winter,-36.5
2020-10-26,2923,1,-70.0,2.0,843.0,Sunny,Winter,-34.0
2020-10-25,2922,1,-70.0,3.0,844.0,Sunny,Winter,-33.5
2020-10-24,2921,1,-70.0,-1.0,845.0,Sunny,Winter,-35.5
2020-10-23,2920,1,-70.0,-2.0,845.0,Sunny,Winter,-36.0
2020-10-22,2919,1,-70.0,0.0,851.0,Sunny,Winter,-35.0
2020-10-21,2918,1,-70.0,-2.0,852.0,Sunny,Winter,-36.0
2020-10-20,2917,1,-71.0,-1.0,851.0,Sunny,Winter,-36.0
2020-10-19,2916,1,-69.0,-2.0,848.0,Sunny,Winter,-35.5
2020-10-18,2915,1,-70.0,-1.0,849.0,Sunny,Winter,-35.5
2020-10-17,2914,1,-71.0,-1.0,850.0,Sunny,Winter,-36.0
2020-10-16,2913,1,-70.0,-2.0,849.0,Sunny,Winter,-36.0
2020-10-15,2912,1,-69.0,1.0,853.0,Sunny,Winter,-34.0
2020-10-14,2911,1,-70.0,1.0,854.0,Sunny,Winter,-34.5
2020-10-13,2910,1,-70.0,-1.0,854.0,Sunny,Winter,-35.5
2020-10-12,2909,1,-70.0,-1.0,853.0,Sunny,Winter,-35.5
2020-10-11,2908,1,-70.0,-1.0,854.0,Sunny,Winter,-35.5
2020-10-10,2907,1,-70.0,-2.0,854.0,Sunny,Winter,-36.0
2020-10-08,2906,1,-71.0,2.0,855.0,Sunny,Winter,-34.5
2020-10-07,2905,1,-70.0,-1.0,859.0,Sunny,Winter,-35.5
2020-10-06,2904,1,-70.0,-2.0,860.0,Sunny,Winter,-36.0
2020-10-05,2903,1,-70.0,0.0,859.0,Sunny,Winter,-35.0
2020-10-04,2902,1,-69.0,-7.0,856.0,Sunny,Winter,-38.0
2020-10-03,2901,1,-70.0,2.0,860.0,Sunny,Winter,-34.0
2020-10-02,2900,1,-69.0,0.0,861.0,Sunny,Winter,-34.5
2020-10-01,2899,1,-71.0,-3.0,866.0,Sunny,Winter,-37.0
2020-09-30,2898,1,-70.0,-3.0,869.0,Sunny,Winter,-36.5
2020-09-29,2897,1,-68.0,-1.0,867.0,Sunny,Winter,-34.5
2020-09-28,2896,1,-70.0,-4.0,866.0,Sunny,Winter,-37.0
2020-09-27,2895,1,-69.0,-2.0,865.0,Sunny,Winter,-35.5
2020-09-26,2894,1,-70.0,-1.0,867.0,Sunny,Winter,-35.5
2020-09-25,2893,1,-72.0,0.0,869.0,Sunny,Winter,-36.0
2020-09-24,2892,1,-70.0,-1.0,871.0,Sunny,Winter,-35.5
2020-09-23,2891,1,-70.0,-3.0,872.0,Sunny,Winter,-36.5
2020-09-22,2890,1,-71.0,0.0,871.0,Sunny,Winter,-35.5
2020-09-21,2889,1,-71.0,3.0,870.0,Sunny,Winter,-34.0
2020-09-20,2888,1,-70.0,4.0,870.0,Sunny,Winter,-33.0
2020-09-19,2887,1,-70.0,0.0,872.0,Sunny,Winter,-35.0
2020-09-18,2886,1,-71.0,-1.0,870.0,Sunny,Winter,-36.0
2020-09-17,2885,1,-69.0,-3.0,873.0,Sunny,Winter,-36.0
2020-09-16,2884,1,-69.0,-6.0,873.0,Sunny,Winter,-37.5
2020-09-15,2883,1,-67.0,-1.0,872.0,Sunny,Winter,-34.0
2020-09-14,2882,1,-69.0,2.0,873.0,Sunny,Winter,-33.5
2020-09-13,2881,1,-68.0,3.0,874.0,Sunny,Winter,-32.5
2020-09-12,2880,1,-71.0,-2.0,876.0,Sunny,Winter,-36.5
2020-09-11,2879,1,-69.0,2.0,877.0,Sunny,Winter,-33.5
2020-09-10,2878,1,-69.0,-4.0,879.0,Sunny,Winter,-36.5
2020-09-09,2877,1,-69.0,-1.0,881.0,Sunny,Winter,-35.0
2020-09-08,2876,1,-69.0,-1.0,881.0,Sunny,Winter,-35.0
2020-09-07,2875,1,-69.0,-2.0,881.0,Sunny,Winter,-35.5
2020-09-06,2874,1,-70.0,0.0,882.0,Sunny,Winter,-35.0
2020-09-05,2873,1,-70.0,-2.0,884.0,Sunny,Winter,-36.0
2020-09-04,2872,1,-70.0,-1.0,884.0,Sunny,Winter,-35.5
2020-09-03,2871,1,-69.0,0.0,885.0,Sunny,Winter,-34.5
2020-09-01,2870,9,-69.0,1.0,888.0,Sunny,Summer,-34.0
2020-08-31,2869,9,-70.0,-2.0,887.0,Sunny,Summer,-36.0
2020-08-30,2868,9,-69.0,0.0,887.0,Sunny,Summer,-34.5
2020-08-29,2867,9,-69.0,-3.0,889.0,Sunny,Summer,-36.0
2020-08-28,2866,9,-69.0,-1.0,888.0,Sunny,Summer,-35.0
2020-08-27,2865,9,-68.0,1.0,887.0,Sunny,Summer,-33.5
2020-08-26,2864,9,-68.0,-3.0,885.0,Sunny,Summer,-35.5
2020-08-25,2863,9,-68.0,0.0,883.0,Sunny,Summer,-34.0
2020-08-24,2862,9,-67.0,-3.0,884.0,Sunny,Summer,-35.0
2020-08-23,2861,9,-67.0,2.0,885.0,Sunny,Summer,-32.5
2020-08-22,2860,9,-68.0,-1.0,884.0,Sunny,Summer,-34.5
2020-08-21,2859,9,-67.0,0.0,886.0,Sunny,Summer,-33.5
2020-08-20,2858,9,-68.0,-1.0,886.0,Sunny,Summer,-34.5
2020-08-19,2857,9,-67.0,1.0,888.0,Sunny,Summer,-33.0
2020-08-18,2856,9,-67.0,-2.0,889.0,Sunny,Summer,-34.5
2020-08-17,2855,9,-69.0,-3.0,890.0,Sunny,Summer,-36.0
2020-08-16,2854,9,-69.0,-1.0,894.0,Sunny,Summer,-35.0
2020-08-15,2853,9,-68.0,0.0,894.0,Sunny,Summer,-34.0
2020-08-14,2852,9,-69.0,0.0,894.0,Sunny,Summer,-34.5
2020-08-13,2851,9,-68.0,-1.0,894.0,Sunny,Summer,-34.5
2020-08-12,2850,9,-68.0,-4.0,896.0,Sunny,Summer,-36.0
2020-08-11,2849,9,-74.0,4.0,894.0,Sunny,Summer,-35.0
2020-08-10,2848,9,-69.0,-2.0,893.0,Sunny,Summer,-35.5
2020-08-09,2847,9,-68.0,3.0,895.0,Sunny,Summer,-32.5
2020-08-08,2846,9,-67.0,0.0,894.0,Sunny,Summer,-33.5
2020-08-07,2845,9,-68.0,-1.0,892.0,Sunny,Summer,-34.5
2020-08-06,2844,9,-99.0,-1.0,889.0,Sunny,Summer,-50.0
2020-08-05,2843,9,-69.0,-8.0,889.0,Sunny,Summer,-38.5
2020-08-04,2842,9,-68.0,-1.0,890.0,Sunny,Summer,-34.5
2020-08-03,2841,9,-68.0,3.0,889.0,Sunny,Summer,-32.5
2020-08-02,2840,9,-72.0,0.0,889.0,Sunny,Summer,-36.0
2020-08-01,2839,9,-68.0,-1.0,893.0,Sunny,Summer,-34.5
2020-07-31,2838,9,-68.0,-3.0,892.0,Sunny,Summer,-35.5
2020-07-30,2837,9,-67.0,-5.0,892.0,Sunny,Summer,-36.0
2020-07-29,2836,9,-71.0,1.0,890.0,Sunny,Summer,-35.0
2020-07-28,2835,9,-68.0,-7.0,890.0,Sunny,Summer,-37.5
2020-07-27,2834,9,-67.0,0.0,888.0,Sunny,Summer,-33.5
2020-07-25,2833,9,-66.0,0.0,888.0,Sunny,Summer,-33.0
2020-07-24,2832,9,-70.0,0.0,887.0,Sunny,Summer,-35.0
2020-07-23,2831,9,-68.0,1.0,885.0,Sunny,Summer,-33.5
2020-07-22,2830,9,-66.0,-1.0,884.0,Sunny,Summer,-33.5
2020-07-21,2829,9,-66.0,1.0,882.0,Sunny,Summer,-32.5
2020-07-20,2828,9,-67.0,-6.0,882.0,Sunny,Summer,-36.5
2020-07-19,2827,9,-64.0,-6.0,881.0,Sunny,Summer,-35.0
2020-07-18,2826,9,-67.0,-7.0,882.0,Sunny,Summer,-37.0
2020-07-17,2825,9,-67.0,-9.0,881.0,Sunny,Summer,-38.0
2020-07-16,2824,8,-66.0,-4.0,879.0,Sunny,Summer,-35.0
2020-07-15,2823,8,-70.0,-5.0,880.0,Sunny,Summer,-37.5
2020-07-14,2822,8,-70.0,-5.0,878.0,Sunny,Summer,-37.5
2020-07-13,2821,8,-66.0,-7.0,875.0,Sunny,Summer,-36.5
2020-07-12,2820,8,-67.0,0.0,876.0,Sunny,Summer,-33.5
2020-07-11,2819,8,-67.0,-4.0,874.0,Sunny,Summer,-35.5
2020-07-10,2818,8,-67.0,-6.0,873.0,Sunny,Summer,-36.5
2020-07-09,2817,8,-65.0,-4.0,873.0,Sunny,Summer,-34.5
2020-07-08,2816,8,-52.0,-1.0,843.0,Sunny,Summer,-26.5
2020-07-06,2814,8,-63.0,-53.0,895.0,Sunny,Summer,-58.0
2020-07-05,2813,8,-65.0,-2.0,864.0,Sunny,Summer,-33.5
2020-07-04,2812,8,-67.0,0.0,865.0,Sunny,Summer,-33.5
2020-07-03,2811,8,-64.0,-1.0,863.0,Sunny,Summer,-32.5
2020-07-02,2810,8,-52.0,-1.0,832.0,Sunny,Summer,-26.5
2020-06-29,2807,8,-66.0,-1.0,869.0,Sunny,Summer,-33.5
2020-06-28,2806,8,-65.0,-1.0,858.0,Sunny,Summer,-33.0
2020-06-27,2805,8,-99.0,1.0,859.0,Sunny,Summer,-49.0
2020-06-26,2804,8,-66.0,-1.0,860.0,Sunny,Summer,-33.5
2020-06-25,2803,8,-100.0,1.0,854.0,Sunny,Summer,-49.5
2020-06-24,2802,8,-69.0,-3.0,855.0,Sunny,Summer,-36.0
2020-06-23,2801,8,-67.0,0.0,850.0,Sunny,Summer,-33.5
2020-06-22,2800,8,-67.0,3.0,847.0,Sunny,Summer,-32.0
2020-06-21,2799,8,-66.0,5.0,843.0,Sunny,Summer,-30.5
2020-06-20,2798,8,-67.0,4.0,844.0,Sunny,Summer,-31.5
2020-06-18,2797,8,-71.0,1.0,842.0,Sunny,Summer,-35.0
2020-06-17,2796,8,-68.0,3.0,839.0,Sunny,Summer,-32.5
2020-06-16,2795,8,-70.0,6.0,840.0,Sunny,Summer,-32.0
2020-06-15,2794,8,-68.0,3.0,834.0,Sunny,Summer,-32.5
2020-06-14,2793,8,-68.0,6.0,832.0,Sunny,Summer,-31.0
2020-06-13,2792,8,-68.0,5.0,833.0,Sunny,Summer,-31.5
2020-06-12,2791,8,-67.0,3.0,830.0,Sunny,Summer,-32.0
2020-06-11,2790,8,-66.0,3.0,831.0,Sunny,Summer,-31.5
2020-06-10,2789,8,-67.0,-4.0,829.0,Sunny,Summer,-35.5
2020-06-09,2788,8,-68.0,-4.0,830.0,Sunny,Summer,-36.0
2020-06-08,2787,8,-69.0,-4.0,828.0,Sunny,Summer,-36.5
2020-06-07,2786,8,-68.0,-3.0,825.0,Sunny,Summer,-35.5
2020-06-06,2785,8,-69.0,-3.0,824.0,Sunny,Summer,-36.0
2020-06-05,2784,8,-68.0,-5.0,817.0,Sunny,Summer,-36.5
2020-06-04,2783,8,-69.0,-5.0,817.0,Sunny,Summer,-37.0
2020-06-03,2782,8,-66.0,-4.0,815.0,Sunny,Summer,-35.0
2020-06-02,2781,8,-67.0,0.0,814.0,Sunny,Summer,-33.5
2020-06-01,2780,8,-70.0,0.0,813.0,Sunny,Summer,-35.0
2020-05-31,2779,8,-67.0,-5.0,810.0,Sunny,Summer,-36.0
2020-05-30,2778,8,-67.0,-7.0,811.0,Sunny,Summer,-37.0
2020-05-29,2777,7,-69.0,-7.0,808.0,Sunny,Summer,-38.0
2020-05-28,2776,7,-69.0,-6.0,804.0,Sunny,Summer,-37.5
2020-05-27,2775,7,-69.0,-7.0,805.0,Sunny,Summer,-38.0
2020-05-26,2774,7,-67.0,-5.0,802.0,Sunny,Summer,-36.0
2020-05-25,2773,7,-69.0,-6.0,801.0,Sunny,Summer,-37.5
2020-05-24,2772,7,-68.0,-5.0,799.0,Sunny,Summer,-36.5
2020-05-23,2771,7,-70.0,-7.0,796.0,Sunny,Summer,-38.5
2020-05-22,2770,7,-69.0,-6.0,797.0,Sunny,Summer,-37.5
2020-05-21,2769,7,-69.0,-4.0,793.0,Sunny,Summer,-36.5
2020-05-20,2768,7,-69.0,-5.0,791.0,Sunny,Summer,-37.0
2020-05-19,2767,7,-69.0,-6.0,791.0,Sunny,Summer,-37.5
2020-05-18,2766,7,-69.0,-7.0,788.0,Sunny,Summer,-38.0
2020-05-17,2765,7,-69.0,-6.0,787.0,Sunny,Summer,-37.5
2020-05-16,2764,7,-68.0,-6.0,786.0,Sunny,Summer,-37.0
2020-05-15,2763,7,-67.0,-6.0,782.0,Sunny,Summer,-36.5
2020-05-14,2762,7,-68.0,-6.0,781.0,Sunny,Summer,-37.0
2020-05-12,2761,7,-67.0,-7.0,779.0,Sunny,Summer,-37.0
2020-05-11,2760,7,-70.0,-7.0,778.0,Sunny,Summer,-38.5
2020-05-10,2759,7,-69.0,-5.0,777.0,Sunny,Summer,-37.0
2020-05-09,2758,7,-68.0,-6.0,775.0,Sunny,Summer,-37.0
2020-05-08,2757,7,-71.0,-6.0,773.0,Sunny,Summer,-38.5
2020-05-07,2756,7,-69.0,-7.0,771.0,Sunny,Summer,-38.0
2020-05-06,2755,7,-70.0,-7.0,769.0,Sunny,Summer,-38.5
2020-05-05,2754,7,-69.0,-8.0,769.0,Sunny,Summer,-38.5
2020-05-04,2753,7,-69.0,-7.0,767.0,Sunny,Summer,-38.0
2020-05-03,2752,7,-69.0,-6.0,766.0,Sunny,Summer,-37.5
2020-05-02,2751,7,-68.0,-7.0,765.0,Sunny,Summer,-37.5
2020-05-01,2750,7,-69.0,-7.0,763.0,Sunny,Summer,-38.0
2020-04-30,2749,7,-67.0,-7.0,762.0,Sunny,Summer,-37.0
2020-04-29,2748,7,-68.0,-9.0,761.0,Sunny,Summer,-38.5
2020-04-28,2747,7,-69.0,-9.0,761.0,Sunny,Summer,-39.0
2020-04-27,2746,7,-70.0,-9.0,759.0,Sunny,Summer,-39.5
2020-04-26,2745,7,-70.0,-4.0,757.0,Sunny,Summer,-37.0
2020-04-25,2744,7,-68.0,8.0,755.0,Sunny,Summer,-30.0
2020-04-24,2743,7,-68.0,-3.0,753.0,Sunny,Summer,-35.5
2020-04-23,2742,7,-68.0,-3.0,752.0,Sunny,Summer,-35.5
2020-04-22,2741,7,-69.0,-1.0,752.0,Sunny,Summer,-35.0
2020-04-19,2738,7,-69.0,0.0,745.0,Sunny,Summer,-34.5
2020-04-18,2737,7,-67.0,0.0,745.0,Sunny,Summer,-33.5
2020-04-17,2736,7,-70.0,0.0,745.0,Sunny,Summer,-35.0
2020-04-16,2735,7,-67.0,-3.0,743.0,Sunny,Summer,-35.0
2020-04-15,2734,7,-66.0,-6.0,744.0,Sunny,Summer,-36.0
2020-04-14,2733,7,-69.0,-11.0,742.0,Sunny,Summer,-40.0
2020-04-13,2732,7,-69.0,-8.0,739.0,Sunny,Summer,-38.5
2020-04-12,2731,7,-68.0,-4.0,739.0,Sunny,Summer,-36.0
2020-04-11,2730,7,-68.0,-11.0,740.0,Sunny,Summer,-39.5
2020-04-10,2729,7,-68.0,-4.0,737.0,Sunny,Summer,-36.0
2020-04-09,2728,6,-68.0,-2.0,737.0,Sunny,Spring,-35.0
2020-04-08,2727,6,-68.0,-5.0,735.0,Sunny,Spring,-36.5
2020-04-07,2726,6,-68.0,-4.0,734.0,Sunny,Spring,-36.0
2020-04-06,2725,6,-68.0,-4.0,733.0,Sunny,Spring,-36.0
2020-04-04,2724,6,-68.0,-6.0,732.0,Sunny,Spring,-37.0
2020-04-03,2723,6,-68.0,-4.0,732.0,Sunny,Spring,-36.0
2020-04-02,2722,6,-67.0,-3.0,731.0,Sunny,Spring,-35.0
2020-04-01,2721,6,-71.0,-5.0,731.0,Sunny,Spring,-38.0
2020-03-31,2720,6,-69.0,-7.0,728.0,Sunny,Spring,-38.0
2020-03-30,2719,6,-69.0,-10.0,728.0,Sunny,Spring,-39.5
2020-03-29,2718,6,-68.0,-8.0,727.0,Sunny,Spring,-38.0
2020-03-28,2717,6,-68.0,-5.0,727.0,Sunny,Spring,-36.5
2020-03-27,2716,6,-69.0,-6.0,726.0,Sunny,Spring,-37.5
2020-03-26,2715,6,-68.0,-6.0,724.0,Sunny,Spring,-37.0
2020-03-25,2714,6,-68.0,-9.0,723.0,Sunny,Spring,-38.5
2020-03-24,2713,6,-70.0,-6.0,722.0,Sunny,Spring,-38.0
2020-03-23,2712,6,-69.0,-5.0,721.0,Sunny,Spring,-37.0
2020-03-22,2711,6,-69.0,-6.0,721.0,Sunny,Spring,-37.5
2020-03-21,2710,6,-70.0,-6.0,721.0,Sunny,Spring,-38.0
2020-03-20,2709,6,-69.0,-6.0,720.0,Sunny,Spring,-37.5
2020-03-19,2708,6,-69.0,-5.0,720.0,Sunny,Spring,-37.0
2020-03-18,2707,6,-69.0,-7.0,718.0,Sunny,Spring,-38.0
2020-03-16,2705,6,-70.0,-12.0,718.0,Sunny,Spring,-41.0
2020-03-15,2704,6,-70.0,-8.0,718.0,Sunny,Spring,-39.0
2020-03-14,2703,6,-70.0,-8.0,716.0,Sunny,Spring,-39.0
2020-03-13,2702,6,-70.0,-5.0,714.0,Sunny,Spring,-37.5
2020-03-12,2701,6,-73.0,-3.0,715.0,Sunny,Spring,-38.0
2020-03-11,2700,6,-71.0,-4.0,716.0,Sunny,Spring,-37.5
2020-03-10,2699,6,-68.0,-6.0,715.0,Sunny,Spring,-37.0
2020-03-09,2698,6,-69.0,-10.0,715.0,Sunny,Spring,-39.5
2020-03-08,2697,6,-70.0,-1.0,716.0,Sunny,Spring,-35.5
2020-03-07,2696,6,-71.0,-2.0,713.0,Sunny,Spring,-36.5
2020-03-06,2695,6,-70.0,-10.0,712.0,Sunny,Spring,-40.0
2020-03-05,2694,6,-70.0,-10.0,711.0,Sunny,Spring,-40.0
2020-03-04,2693,6,-69.0,-13.0,712.0,Sunny,Spring,-41.0
2020-03-03,2692,6,-70.0,-13.0,712.0,Sunny,Spring,-41.5
2020-03-02,2691,6,-69.0,-8.0,710.0,Sunny,Spring,-38.5
2020-03-01,2690,6,-69.0,-11.0,710.0,Sunny,Spring,-40.0
2020-02-29,2689,6,-69.0,-12.0,710.0,Sunny,Spring,-40.5
2020-02-27,2688,6,-68.0,-12.0,712.0,Sunny,Spring,-40.0
2020-02-26,2687,6,-71.0,-12.0,710.0,Sunny,Spring,-41.5
2020-02-25,2686,6,-71.0,-12.0,711.0,Sunny,Spring,-41.5
2020-02-24,2685,6,-69.0,-11.0,711.0,Sunny,Spring,-40.0
2020-02-23,2684,6,-70.0,-12.0,711.0,Sunny,Spring,-41.0
2020-02-22,2683,6,-70.0,-10.0,711.0,Sunny,Spring,-40.0
2020-02-21,2682,6,-70.0,-13.0,711.0,Sunny,Spring,-41.5
2020-02-20,2681,6,-70.0,-13.0,710.0,Sunny,Spring,-41.5
2020-02-19,2680,6,-70.0,-13.0,711.0,Sunny,Spring,-41.5
2020-02-18,2679,6,-70.0,-12.0,712.0,Sunny,Spring,-41.0
2020-02-17,2678,6,-71.0,-11.0,711.0,Sunny,Spring,-41.0
2020-02-16,2677,6,-72.0,-11.0,710.0,Sunny,Spring,-41.5
2020-02-15,2676,6,-71.0,-14.0,711.0,Sunny,Spring,-42.5
2020-02-14,2675,6,-71.0,-13.0,712.0,Sunny,Spring,-42.0
2020-02-13,2674,6,-71.0,-14.0,712.0,Sunny,Spring,-42.5
2020-02-12,2673,5,-71.0,-12.0,710.0,Sunny,Spring,-41.5
2020-02-11,2672,5,-70.0,-12.0,710.0,Sunny,Spring,-41.0
2020-02-10,2671,5,-71.0,-14.0,709.0,Sunny,Spring,-42.5
2020-02-09,2670,5,-71.0,-14.0,710.0,Sunny,Spring,-42.5
2020-02-08,2669,5,-71.0,-12.0,709.0,Sunny,Spring,-41.5
2020-02-07,2668,5,-70.0,-13.0,709.0,Sunny,Spring,-41.5
2020-02-06,2667,5,-70.0,-13.0,709.0,Sunny,Spring,-41.5
2020-02-05,2666,5,-70.0,-11.0,708.0,Sunny,Spring,-40.5
2020-02-04,2665,5,-69.0,-13.0,707.0,Sunny,Spring,-41.0
2020-02-03,2664,5,-68.0,-13.0,708.0,Sunny,Spring,-40.5
2020-02-02,2663,5,-70.0,-7.0,708.0,Sunny,Spring,-38.5
2020-02-01,2662,5,-69.0,-8.0,709.0,Sunny,Spring,-38.5
2020-01-31,2661,5,-71.0,-7.0,710.0,Sunny,Spring,-39.0
2020-01-30,2660,5,-71.0,-11.0,710.0,Sunny,Spring,-41.0
2020-01-29,2659,5,-74.0,-7.0,710.0,Sunny,Spring,-40.5
2020-01-28,2658,5,-73.0,-14.0,713.0,Sunny,Spring,-43.5
2020-01-27,2657,5,-74.0,-11.0,715.0,Sunny,Spring,-42.5
2020-01-26,2656,5,-73.0,-13.0,715.0,Sunny,Spring,-43.0
2020-01-25,2655,5,-74.0,-14.0,715.0,Sunny,Spring,-44.0
2020-01-24,2654,5,-74.0,-10.0,717.0,Sunny,Spring,-42.0
2020-01-23,2653,5,-75.0,-14.0,718.0,Sunny,Spring,-44.5
2020-01-21,2652,5,-75.0,-16.0,717.0,Sunny,Spring,-45.5
2020-01-20,2651,5,-75.0,-11.0,718.0,Sunny,Spring,-43.0
